Treatment,Session,Period,Subject,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10, Profit , TotalProfit ,Guess1,FinalGuess, Average , TargetValue , Diff ,IsWinner,NumWinners,Players
2,2,4,3,10,4,2,0,0,0,1,0,0,0,0,1,14,2,0,0,0,0,0,0, 2.11 , 25.19 ,26,26, 14.82 , 9.88 , 16.12 ,0,1,17
2,2,4,4,10,4,2,0,0,0,1,0,0,0,2,10,4,1,0,0,0,0,0,0, 2.63 , 25.77 ,30,30, 14.82 , 9.88 , 20.12 ,0,1,17
2,2,4,5,10,4,2,0,0,0,1,0,0,0,4,13,0,0,0,0,0,0,0,0, 2.58 , 36.16 ,8,8, 14.82 , 9.88 , 1.88 ,0,1,17
2,2,4,6,10,4,2,0,0,0,1,0,0,0,2,12,3,0,0,0,0,0,0,0, 2.55 , 25.93 ,13,13, 14.82 , 9.88 , 3.12 ,0,1,17
2,2,4,7,10,4,2,0,0,0,1,0,0,0,13,4,0,0,0,0,0,0,0,0, 2.95 , 26.46 ,5,5, 14.82 , 9.88 , 4.88 ,0,1,17
2,2,4,8,10,4,2,0,0,0,1,0,0,0,7,7,2,1,0,0,0,0,0,0, 2.93 , 26.47 ,7,7, 14.82 , 9.88 , 2.88 ,0,1,17
2,2,4,9,10,4,2,0,0,0,1,0,0,0,2,12,2,1,0,0,0,0,0,0, 22.55 , 45.93 ,10,10, 14.82 , 9.88 , 0.12 ,1,1,17
2,2,4,10,10,4,2,0,0,0,1,0,0,0,9,8,0,0,0,0,0,0,0,0, 2.92 , 46.53 ,7,7, 14.82 , 9.88 , 2.88 ,0,1,17
2,2,4,11,10,4,2,0,0,0,1,0,0,0,14,2,1,0,0,0,0,0,0,0, 2.92 , 26.38 ,8,8, 14.82 , 9.88 , 1.88 ,0,1,17
2,2,4,12,10,4,2,0,0,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0, 2.15 , 25.80 ,16,16, 14.82 , 9.88 , 6.12 ,0,1,17
2,2,4,13,10,4,2,0,0,0,1,0,0,0,6,10,1,0,0,0,0,0,0,0, 2.81 , 56.25 ,9,9, 14.82 , 9.88 , 0.88 ,0,1,17
2,2,4,14,10,4,2,0,0,0,1,0,0,0,3,10,4,0,0,0,0,0,0,0, 2.69 , 26.11 ,13,13, 14.82 , 9.88 , 3.12 ,0,1,17
2,2,4,15,10,4,2,0,0,0,1,0,0,0,9,8,0,0,0,0,0,0,0,0, 2.92 , 26.29 ,9,9, 14.82 , 9.88 , 0.88 ,0,1,17
2,2,4,16,10,4,2,0,0,0,1,0,0,0,5,12,0,0,0,0,0,0,0,0, 2.67 , 26.25 ,11,11, 14.82 , 9.88 , 1.12 ,0,1,17
2,2,4,17,10,4,2,0,0,0,1,0,0,0,5,12,0,0,0,0,0,0,0,0, 2.67 , 25.77 ,7,7, 14.82 , 9.88 , 2.88 ,0,1,17
2,2,5,1,15,2,0,0,0,0,0,0,0,0,10,5,2,0,0,0,0,0,0,0, 2.87 , 28.95 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,2,15,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0, 2.98 , 28.78 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,3,15,2,0,0,0,0,0,0,0,0,3,5,6,3,0,0,0,0,0,0, 2.31 , 27.50 ,11,11, 7.18 , 4.78 , 6.22 ,0,2,17
2,2,5,4,15,2,0,0,0,0,0,0,0,0,9,6,2,0,0,0,0,0,0,0, 2.81 , 28.57 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,5,15,2,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0, 12.99 , 49.15 ,4,4, 7.18 , 4.78 , 0.78 ,1,2,17
2,2,5,6,15,2,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,0, 2.73 , 28.66 ,11,11, 7.18 , 4.78 , 6.22 ,0,2,17
2,2,5,7,15,2,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0, 3.00 , 29.46 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,8,15,2,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0, 2.99 , 29.46 ,6,6, 7.18 , 4.78 , 1.22 ,0,2,17
2,2,5,9,15,2,0,0,0,0,0,0,0,0,9,4,2,0,0,1,0,1,0,0, 2.84 , 48.77 ,6,6, 7.18 , 4.78 , 1.22 ,0,2,17
2,2,5,10,15,2,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0, 2.99 , 49.52 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,11,15,2,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0, 2.94 , 29.31 ,8,8, 7.18 , 4.78 , 3.22 ,0,2,17
2,2,5,12,15,2,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0, 2.99 , 28.80 ,9,9, 7.18 , 4.78 , 4.22 ,0,2,17
2,2,5,13,15,2,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0, 12.99 , 69.24 ,4,4, 7.18 , 4.78 , 0.78 ,1,2,17
2,2,5,14,15,2,0,0,0,0,0,0,0,0,10,5,1,0,0,1,0,0,0,0, 2.88 , 28.98 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,2,5,15,15,2,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0, 2.98 , 29.27 ,6,6, 7.18 , 4.78 , 1.22 ,0,2,17
2,2,5,16,15,2,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0, 3.00 , 29.25 ,8,8, 7.18 , 4.78 , 3.22 ,0,2,17
2,2,5,17,15,2,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0, 2.99 , 28.76 ,7,7, 7.18 , 4.78 , 2.22 ,0,2,17
2,3,1,1,0,3,5,4,5,0,1,0,1,0,1,2,5,5,5,1,0,0,0,0, 2.98 , 17.98 ,16,16, 36.47 , 24.32 , 8.32 ,0,1,19
2,3,1,2,0,3,5,4,5,0,1,0,1,0,0,1,3,3,7,4,1,0,0,0, 2.92 , 17.92 ,45,45, 36.47 , 24.32 , 20.68 ,0,1,19
2,3,1,3,0,3,5,4,5,0,1,0,1,0,0,0,0,2,3,10,4,0,0,0, 2.58 , 17.58 ,34,34, 36.47 , 24.32 , 9.68 ,0,1,19
2,3,1,4,0,3,5,4,5,0,1,0,1,0,0,1,2,3,5,3,2,2,1,0, 2.92 , 17.92 ,23,23, 36.47 , 24.32 , 1.32 ,0,1,19
2,3,1,5,0,3,5,4,5,0,1,0,1,0,0,0,1,3,3,6,4,2,0,0, 2.78 , 17.78 ,67,67, 36.47 , 24.32 , 42.68 ,0,1,19
2,3,1,6,0,3,5,4,5,0,1,0,1,0,0,0,2,3,7,5,2,0,0,0, 2.86 , 17.86 ,38,38, 36.47 , 24.32 , 13.68 ,0,1,19
2,3,1,7,0,3,5,4,5,0,1,0,1,0,0,1,0,1,4,5,4,1,3,0, 2.78 , 17.78 ,50,50, 36.47 , 24.32 , 25.68 ,0,1,19
2,3,1,8,0,3,5,4,5,0,1,0,1,0,2,1,1,8,1,1,1,1,1,2, 2.83 , 17.83 ,33,33, 36.47 , 24.32 , 8.68 ,0,1,19
2,3,1,9,0,3,5,4,5,0,1,0,1,0,2,2,4,5,4,1,1,0,0,0, 2.97 , 17.97 ,17,17, 36.47 , 24.32 , 7.32 ,0,1,19
2,3,1,10,0,3,5,4,5,0,1,0,1,0,2,2,1,3,4,4,2,1,0,0, 2.88 , 17.88 ,42,42, 36.47 , 24.32 , 17.68 ,0,1,19
2,3,1,11,0,3,5,4,5,0,1,0,1,0,1,1,1,3,4,2,1,2,3,1, 2.90 , 17.90 ,42,42, 36.47 , 24.32 , 17.68 ,0,1,19
2,3,1,12,0,3,5,4,5,0,1,0,1,0,1,3,7,5,2,1,0,0,0,0, 2.95 , 17.95 ,23,23, 36.47 , 24.32 , 1.32 ,0,1,19
2,3,1,13,0,3,5,4,5,0,1,0,1,0,0,1,7,8,3,0,0,0,0,0, 2.92 , 17.92 ,38,38, 36.47 , 24.32 , 13.68 ,0,1,19
2,3,1,14,0,3,5,4,5,0,1,0,1,0,1,2,2,2,10,0,0,0,0,2, 2.87 , 17.87 ,48,48, 36.47 , 24.32 , 23.68 ,0,1,19
2,3,1,15,0,3,5,4,5,0,1,0,1,0,0,0,4,1,4,4,0,2,4,0, 2.86 , 17.86 ,90,90, 36.47 , 24.32 , 65.68 ,0,1,19
2,3,1,16,0,3,5,4,5,0,1,0,1,0,0,1,3,4,5,4,2,0,0,0, 2.93 , 17.93 ,23,23, 36.47 , 24.32 , 1.32 ,0,1,19
2,3,1,17,0,3,5,4,5,0,1,0,1,0,5,0,2,7,5,0,0,0,0,0, 2.85 , 17.85 ,22,22, 36.47 , 24.32 , 2.32 ,0,1,19
2,3,1,18,0,3,5,4,5,0,1,0,1,0,0,1,0,3,4,4,4,3,0,0, 22.82 , 37.82 ,25,25, 36.47 , 24.32 , 0.68 ,1,1,19
2,3,1,19,0,3,5,4,5,0,1,0,1,0,1,1,1,2,5,3,2,3,0,1, 2.87 , 17.87 ,17,17, 36.47 , 24.32 , 7.32 ,0,1,19
2,3,2,1,0,6,7,5,1,0,0,0,0,0,0,2,4,8,4,1,0,0,0,0, 2.88 , 20.86 ,21,21, 25.79 , 17.19 , 3.81 ,0,1,19
2,3,2,2,0,6,7,5,1,0,0,0,0,0,0,4,7,5,2,1,0,0,0,0, 2.98 , 20.90 ,39,39, 25.79 , 17.19 , 21.81 ,0,1,19
2,3,2,3,0,6,7,5,1,0,0,0,0,0,3,8,2,2,2,2,0,0,0,0, 2.86 , 20.43 ,12,12, 25.79 , 17.19 , 5.19 ,0,1,19
2,3,2,4,0,6,7,5,1,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0, 2.72 , 20.64 ,22,22, 25.79 , 17.19 , 4.81 ,0,1,19
2,3,2,5,0,6,7,5,1,0,0,0,0,0,0,2,3,7,4,3,0,0,0,0, 2.85 , 20.63 ,44,44, 25.79 , 17.19 , 26.81 ,0,1,19
2,3,2,6,0,6,7,5,1,0,0,0,0,0,2,4,6,4,2,1,0,0,0,0, 2.97 , 20.83 ,15,15, 25.79 , 17.19 , 2.19 ,0,1,19
2,3,2,7,0,6,7,5,1,0,0,0,0,0,3,6,4,3,2,0,1,0,0,0, 2.93 , 20.72 ,40,40, 25.79 , 17.19 , 22.81 ,0,1,19
2,3,2,8,0,6,7,5,1,0,0,0,0,0,1,1,3,3,4,1,1,3,1,1, 2.81 , 20.64 ,22,22, 25.79 , 17.19 , 4.81 ,0,1,19
2,3,2,9,0,6,7,5,1,0,0,0,0,0,0,2,4,6,5,1,1,0,0,0, 2.88 , 20.85 ,20,20, 25.79 , 17.19 , 2.81 ,0,1,19
2,3,2,10,0,6,7,5,1,0,0,0,0,0,1,1,5,7,4,1,0,0,0,0, 2.88 , 20.76 ,33,33, 25.79 , 17.19 , 15.81 ,0,1,19
2,3,2,11,0,6,7,5,1,0,0,0,0,0,0,5,8,5,1,0,0,0,0,0, 2.99 , 20.89 ,21,21, 25.79 , 17.19 , 3.81 ,0,1,19
2,3,2,12,0,6,7,5,1,0,0,0,0,0,0,4,10,5,0,0,0,0,0,0, 2.96 , 20.91 ,20,20, 25.79 , 17.19 , 2.81 ,0,1,19
2,3,2,13,0,6,7,5,1,0,0,0,0,0,1,6,7,5,0,0,0,0,0,0, 2.99 , 20.91 ,21,21, 25.79 , 17.19 , 3.81 ,0,1,19
2,3,2,14,0,6,7,5,1,0,0,0,0,0,2,3,5,4,4,1,0,0,0,0, 2.92 , 20.80 ,35,35, 25.79 , 17.19 , 17.81 ,0,1,19
2,3,2,15,0,6,7,5,1,0,0,0,0,0,0,4,4,4,4,1,0,1,1,0, 2.93 , 20.79 ,35,35, 25.79 , 17.19 , 17.81 ,0,1,19
2,3,2,16,0,6,7,5,1,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0, 22.95 , 40.88 ,17,17, 25.79 , 17.19 , 0.19 ,1,1,19
2,3,2,17,0,6,7,5,1,0,0,0,0,0,0,0,2,7,8,2,0,0,0,0, 2.67 , 20.52 ,28,28, 25.79 , 17.19 , 10.81 ,0,1,19
2,3,2,18,0,6,7,5,1,0,0,0,0,0,0,2,4,2,4,4,1,0,2,0, 2.82 , 40.64 ,26,26, 25.79 , 17.19 , 8.81 ,0,1,19
2,3,2,19,0,6,7,5,1,0,0,0,0,0,0,3,6,5,4,1,0,0,0,0, 2.94 , 20.82 ,19,19, 25.79 , 17.19 , 1.81 ,0,1,19
2,3,3,1,1,14,4,0,0,0,0,0,0,0,2,8,5,3,1,0,0,0,0,0, 2.87 , 23.73 ,8,8, 15.74 , 10.49 , 2.49 ,0,1,19
2,3,3,2,1,14,4,0,0,0,0,0,0,0,0,9,6,3,1,0,0,0,0,0, 2.89 , 23.79 ,21,21, 15.74 , 10.49 , 10.51 ,0,1,19
2,3,3,3,1,14,4,0,0,0,0,0,0,0,2,13,4,0,0,0,0,0,0,0, 2.99 , 23.43 ,14,14, 15.74 , 10.49 , 3.51 ,0,1,19
2,3,3,4,1,14,4,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0, 22.83 , 43.47 ,11,11, 15.74 , 10.49 , 0.51 ,1,1,19
2,3,3,5,1,14,4,0,0,0,0,0,0,0,0,3,14,2,0,0,0,0,0,0, 2.37 , 23.00 ,22,22, 15.74 , 10.49 , 11.51 ,0,1,19
2,3,3,6,1,14,4,0,0,0,0,0,0,0,5,7,4,2,1,0,0,0,0,0, 2.81 , 23.63 ,14,14, 15.74 , 10.49 , 3.51 ,0,1,19
2,3,3,7,1,14,4,0,0,0,0,0,0,0,2,5,6,4,2,0,0,0,0,0, 2.71 , 23.42 ,15,15, 15.74 , 10.49 , 4.51 ,0,1,19
2,3,3,8,1,14,4,0,0,0,0,0,0,0,0,4,10,4,1,0,0,0,0,0, 2.57 , 23.21 ,20,20, 15.74 , 10.49 , 9.51 ,0,1,19
2,3,3,9,1,14,4,0,0,0,0,0,0,0,0,2,5,7,3,1,1,0,0,0, 2.43 , 23.28 ,18,18, 15.74 , 10.49 , 7.51 ,0,1,19
2,3,3,10,1,14,4,0,0,0,0,0,0,0,0,7,10,2,0,0,0,0,0,0, 2.75 , 23.51 ,27,27, 15.74 , 10.49 , 16.51 ,0,1,19
2,3,3,11,1,14,4,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0, 2.84 , 23.74 ,12,12, 15.74 , 10.49 , 1.51 ,0,1,19
2,3,3,12,1,14,4,0,0,0,0,0,0,0,1,9,6,3,0,0,0,0,0,0, 2.89 , 23.81 ,12,12, 15.74 , 10.49 , 1.51 ,0,1,19
2,3,3,13,1,14,4,0,0,0,0,0,0,0,1,8,7,3,0,0,0,0,0,0, 2.85 , 23.76 ,15,15, 15.74 , 10.49 , 4.51 ,0,1,19
2,3,3,14,1,14,4,0,0,0,0,0,0,0,4,10,4,1,0,0,0,0,0,0, 2.93 , 23.72 ,14,14, 15.74 , 10.49 , 3.51 ,0,1,19
2,3,3,15,1,14,4,0,0,0,0,0,0,0,0,6,7,3,1,2,0,0,0,0, 2.76 , 23.55 ,27,27, 15.74 , 10.49 , 16.51 ,0,1,19
2,3,3,16,1,14,4,0,0,0,0,0,0,0,1,9,7,2,0,0,0,0,0,0, 2.89 , 43.77 ,12,12, 15.74 , 10.49 , 1.51 ,0,1,19
2,3,3,17,1,14,4,0,0,0,0,0,0,0,2,7,8,2,0,0,0,0,0,0, 2.81 , 23.33 ,12,12, 15.74 , 10.49 , 1.51 ,0,1,19
2,3,3,18,1,14,4,0,0,0,0,0,0,0,3,5,7,3,1,0,0,0,0,0, 2.71 , 43.35 ,12,12, 15.74 , 10.49 , 1.51 ,0,1,19
2,3,3,19,1,14,4,0,0,0,0,0,0,0,4,10,3,2,0,0,0,0,0,0, 2.92 , 23.73 ,13,13, 15.74 , 10.49 , 2.51 ,0,1,19
2,3,4,1,15,3,0,0,0,0,0,0,0,1,7,11,1,0,0,0,0,0,0,0, 2.64 , 26.37 ,4,4, 13.26 , 8.84 , 4.84 ,0,2,19
2,3,4,2,15,3,0,0,0,0,0,0,0,1,1,13,3,1,0,0,0,0,0,1, 2.15 , 25.94 ,99,99, 13.26 , 8.84 , 90.16 ,0,2,19
2,3,4,3,15,3,0,0,0,0,0,0,0,1,14,5,0,0,0,0,0,0,0,0, 2.98 , 26.41 ,6,6, 13.26 , 8.84 , 2.84 ,0,2,19
2,3,4,4,15,3,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0, 2.93 , 46.40 ,6,6, 13.26 , 8.84 , 2.84 ,0,2,19
2,3,4,5,15,3,0,0,0,0,0,0,0,1,15,4,0,0,0,0,0,0,0,0, 2.99 , 26.00 ,7,7, 13.26 , 8.84 , 1.84 ,0,2,19
2,3,4,6,15,3,0,0,0,0,0,0,0,1,15,3,1,0,0,0,0,0,0,0, 2.99 , 26.63 ,7,7, 13.26 , 8.84 , 1.84 ,0,2,19
2,3,4,7,15,3,0,0,0,0,0,0,0,1,9,10,0,0,0,0,0,0,0,0, 2.76 , 26.19 ,10,10, 13.26 , 8.84 , 1.16 ,0,2,19
2,3,4,8,15,3,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,0,0, 2.87 , 26.09 ,5,5, 13.26 , 8.84 , 3.84 ,0,2,19
2,3,4,9,15,3,0,0,0,0,0,0,0,1,6,7,3,2,1,0,0,0,0,0, 2.69 , 25.97 ,10,10, 13.26 , 8.84 , 1.16 ,0,2,19
2,3,4,10,15,3,0,0,0,0,0,0,0,1,1,16,2,0,0,0,0,0,0,0, 1.98 , 25.49 ,18,18, 13.26 , 8.84 , 9.16 ,0,2,19
2,3,4,11,15,3,0,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,0,0, 2.88 , 26.62 ,7,7, 13.26 , 8.84 , 1.84 ,0,2,19
2,3,4,12,15,3,0,0,0,0,0,0,0,1,11,7,1,0,0,0,0,0,0,0, 2.91 , 26.71 ,6,6, 13.26 , 8.84 , 2.84 ,0,2,19
2,3,4,13,15,3,0,0,0,0,0,0,0,1,8,10,1,0,0,0,0,0,0,0, 2.72 , 26.48 ,7,7, 13.26 , 8.84 , 1.84 ,0,2,19
2,3,4,14,15,3,0,0,0,0,0,0,0,1,2,11,5,1,0,0,0,0,0,0, 2.28 , 26.00 ,15,15, 13.26 , 8.84 , 6.16 ,0,2,19
2,3,4,15,15,3,0,0,0,0,0,0,0,1,0,10,5,4,0,0,0,0,0,0, 2.12 , 25.67 ,14,14, 13.26 , 8.84 , 5.16 ,0,2,19
2,3,4,16,15,3,0,0,0,0,0,0,0,1,12,7,0,0,0,0,0,0,0,0, 12.93 , 56.70 ,9,9, 13.26 , 8.84 , 0.16 ,1,2,19
2,3,4,17,15,3,0,0,0,0,0,0,0,1,10,9,0,0,0,0,0,0,0,0, 2.83 , 26.16 ,5,5, 13.26 , 8.84 , 3.84 ,0,2,19
2,3,4,18,15,3,0,0,0,0,0,0,0,1,6,12,1,0,0,0,0,0,0,0, 2.55 , 45.90 ,8,8, 13.26 , 8.84 , 0.84 ,0,2,19
2,3,4,19,15,3,0,0,0,0,0,0,0,1,8,8,3,0,0,0,0,0,0,0, 12.77 , 36.50 ,9,9, 13.26 , 8.84 , 0.16 ,1,2,19
2,3,5,1,16,3,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0, 2.80 , 29.17 ,6,6, 7.21 , 4.81 , 1.19 ,0,3,19
2,3,5,2,16,3,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,0,0, 2.93 , 28.88 ,11,11, 7.21 , 4.81 , 6.19 ,0,3,19
2,3,5,3,16,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0, 2.95 , 29.36 ,4,4, 7.21 , 4.81 , 0.81 ,0,3,19
2,3,5,4,16,3,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0, 9.64 , 56.04 ,5,5, 7.21 , 4.81 , 0.19 ,1,3,19
2,3,5,5,16,3,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0, 2.06 , 28.06 ,15,15, 7.21 , 4.81 , 10.19 ,0,3,19
2,3,5,6,16,3,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1, 2.98 , 29.61 ,4,4, 7.21 , 4.81 , 0.81 ,0,3,19
2,3,5,7,16,3,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0, 2.99 , 29.18 ,3,3, 7.21 , 4.81 , 1.81 ,0,3,19
2,3,5,8,16,3,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0, 2.76 , 28.85 ,7,7, 7.21 , 4.81 , 2.19 ,0,3,19
2,3,5,9,16,3,0,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0, 2.98 , 28.95 ,8,8, 7.21 , 4.81 , 3.19 ,0,3,19
2,3,5,10,16,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0, 9.62 , 35.10 ,5,5, 7.21 , 4.81 , 0.19 ,1,3,19
2,3,5,11,16,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0, 3.00 , 29.62 ,7,7, 7.21 , 4.81 , 2.19 ,0,3,19
2,3,5,12,16,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0, 3.00 , 29.71 ,6,6, 7.21 , 4.81 , 1.19 ,0,3,19
2,3,5,13,16,3,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0, 2.99 , 29.48 ,7,7, 7.21 , 4.81 , 2.19 ,0,3,19
2,3,5,14,16,3,0,0,0,0,0,0,0,0,13,4,2,0,0,0,0,0,0,0, 2.96 , 28.96 ,13,13, 7.21 , 4.81 , 8.19 ,0,3,19
2,3,5,15,16,3,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,2, 2.76 , 28.43 ,10,10, 7.21 , 4.81 , 5.19 ,0,3,19
2,3,5,16,16,3,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0, 2.95 , 59.65 ,9,9, 7.21 , 4.81 , 4.19 ,0,3,19
2,3,5,17,16,3,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0, 9.64 , 35.80 ,5,5, 7.21 , 4.81 , 0.19 ,1,3,19
2,3,5,18,16,3,0,0,0,0,0,0,0,0,13,4,2,0,0,0,0,0,0,0, 2.96 , 48.86 ,6,6, 7.21 , 4.81 , 1.19 ,0,3,19
2,3,5,19,16,3,0,0,0,0,0,0,0,0,15,3,1,0,0,0,0,0,0,0, 2.99 , 39.50 ,6,6, 7.21 , 4.81 , 1.19 ,0,3,19
3,1,1,1,1,1,2,7,3,3,0,2,1,0,6,2,3,0,1,3,0,0,0,5, 2.73 , 17.73 ,45,45, 43.10 , 28.73 , 16.27 ,0,2,20
3,1,1,2,1,1,2,7,3,3,0,2,1,0,1,0,3,3,3,2,1,1,3,3, 2.92 , 17.92 ,47,47, 43.10 , 28.73 , 18.27 ,0,2,20
3,1,1,3,1,1,2,7,3,3,0,2,1,0,0,1,1,1,9,5,1,1,1,0, 2.80 , 17.80 ,38,38, 43.10 , 28.73 , 9.27 ,0,2,20
3,1,1,4,1,1,2,7,3,3,0,2,1,0,2,6,10,2,0,0,0,0,0,0, 2.66 , 17.66 ,15,15, 43.10 , 28.73 , 13.73 ,0,2,20
3,1,1,5,1,1,2,7,3,3,0,2,1,0,0,1,0,7,7,2,3,0,0,0, 2.91 , 17.91 ,34,34, 43.10 , 28.73 , 5.27 ,0,2,20
3,1,1,6,1,1,2,7,3,3,0,2,1,0,2,2,3,3,2,1,1,1,3,2, 2.92 , 17.92 ,34,34, 43.10 , 28.73 , 5.27 ,0,2,20
3,1,1,7,1,1,2,7,3,3,0,2,1,0,1,2,1,2,5,2,0,4,0,3, 2.89 , 17.89 ,55,55, 43.10 , 28.73 , 26.27 ,0,2,20
3,1,1,8,1,1,2,7,3,3,0,2,1,0,0,2,0,0,3,4,4,4,2,1, 2.81 , 17.81 ,56,56, 43.10 , 28.73 , 27.27 ,0,2,20
3,1,1,9,1,1,2,7,3,3,0,2,1,0,1,2,2,2,3,2,2,2,1,3, 2.90 , 17.90 ,76,76, 43.10 , 28.73 , 47.27 ,0,2,20
3,1,1,10,1,1,2,7,3,3,0,2,1,0,2,1,8,3,5,1,0,0,0,0, 2.84 , 17.84 ,0,0, 43.10 , 28.73 , 28.73 ,0,2,20
3,1,1,11,1,1,2,7,3,3,0,2,1,0,1,1,1,1,6,6,1,1,1,1, 2.86 , 17.86 ,33,33, 43.10 , 28.73 , 4.27 ,0,2,20
3,1,1,12,1,1,2,7,3,3,0,2,1,0,0,0,1,2,4,5,5,2,1,0, 2.86 , 17.86 ,41,41, 43.10 , 28.73 , 12.27 ,0,2,20
3,1,1,13,1,1,2,7,3,3,0,2,1,0,1,2,3,0,4,5,1,0,2,2, 2.84 , 17.84 ,83,83, 43.10 , 28.73 , 54.27 ,0,2,20
3,1,1,14,1,1,2,7,3,3,0,2,1,0,0,0,0,0,1,3,4,6,5,1, 2.73 , 17.73 ,77,77, 43.10 , 28.73 , 48.27 ,0,2,20
3,1,1,15,1,1,2,7,3,3,0,2,1,0,0,1,4,9,5,1,0,0,0,0, 12.95 , 27.95 ,30,30, 43.10 , 28.73 , 1.27 ,1,2,20
3,1,1,16,1,1,2,7,3,3,0,2,1,0,1,1,3,3,5,2,0,3,1,1, 12.94 , 27.94 ,30,30, 43.10 , 28.73 , 1.27 ,1,2,20
3,1,1,17,1,1,2,7,3,3,0,2,1,0,1,1,3,5,5,3,2,0,0,0, 2.96 , 17.96 ,39,39, 43.10 , 28.73 , 10.27 ,0,2,20
3,1,1,18,1,1,2,7,3,3,0,2,1,0,0,0,2,5,5,5,3,0,0,0, 2.93 , 17.93 ,40,40, 43.10 , 28.73 , 11.27 ,0,2,20
3,1,1,19,1,1,2,7,3,3,0,2,1,0,0,2,3,3,5,2,2,2,1,0, 2.93 , 17.93 ,33,33, 43.10 , 28.73 , 4.27 ,0,2,20
3,1,1,20,1,1,2,7,3,3,0,2,1,0,3,1,0,0,7,5,0,0,2,2, 2.79 , 17.79 ,56,56, 43.10 , 28.73 , 27.27 ,0,2,20
3,1,2,1,1,5,5,7,0,0,1,0,0,1,3,3,2,5,3,2,1,0,0,1, 2.92 , 20.64 ,25,25, 32.10 , 21.40 , 3.60 ,0,1,20
3,1,2,2,1,5,5,7,0,0,1,0,0,1,3,2,1,2,1,2,2,1,3,3, 2.82 , 20.73 ,31,31, 32.10 , 21.40 , 9.60 ,0,1,20
3,1,2,3,1,5,5,7,0,0,1,0,0,1,1,0,1,12,2,2,1,0,0,1, 2.82 , 20.62 ,39,39, 32.10 , 21.40 , 17.60 ,0,1,20
3,1,2,4,1,5,5,7,0,0,1,0,0,1,1,4,4,10,1,0,0,0,0,0, 2.97 , 20.62 ,24,24, 32.10 , 21.40 , 2.60 ,0,1,20
3,1,2,5,1,5,5,7,0,0,1,0,0,1,0,1,6,12,1,0,0,0,0,0, 2.89 , 20.80 ,30,30, 32.10 , 21.40 , 8.60 ,0,1,20
3,1,2,6,1,5,5,7,0,0,1,0,0,1,3,7,3,2,1,2,1,1,0,0, 2.89 , 20.81 ,18,18, 32.10 , 21.40 , 3.40 ,0,1,20
3,1,2,7,1,5,5,7,0,0,1,0,0,1,1,2,1,6,5,2,0,2,0,1, 2.85 , 20.74 ,36,36, 32.10 , 21.40 , 14.60 ,0,1,20
