Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, Confidence, RTime1, RTime1b, RTime2, Color, ,,,,
636,238,n,1,439,198,False,220,1,219,False,101,False,97,3,2.253216982,0.752130032,0.90210104,Naranja,,,,,
51,239,n,1,23,29,False,0,1,23,False,0,False,29,1,2.14815712,0.647133112,0.601932049,Verde,,,,,
66,240,n,1,30,37,False,0,1,30,False,0,False,37,1,2.040520906,0.539339066,0.401352882,Purpura,,,,,
547,241,s,False,378,170,False,186,False,192,1,81,False,89,6,1.652256012,0.151578903,0.401002884,Naranja,,,,,
371,242,n,1,248,124,False,108,1,140,False,49,False,75,1,1.750684977,0.249557972,0.701730013,Verde,,,,,
508,243,s,False,353,156,False,171,False,182,1,69,False,87,6,1.651518106,0.150439024,0.501418114,Purpura,,,,,
87,244,s,False,38,50,False,0,False,38,1,1,False,49,6,8.563872099,7.062739134,0.902400017,Azul,,,,,
425,245,n,1,287,139,False,130,1,157,False,56,False,83,1,1.651612997,0.150494814,0.200731039,Verde,,,,,
150,246,n,1,82,69,False,18,1,64,False,8,False,61,1,1.651864052,0.150721073,0.501392126,Purpura,,,,,
209,247,n,1,127,83,False,41,1,86,False,19,False,64,1,1.651597977,0.150454998,0.400968075,Azul,,,,,
534,248,n,1,370,165,False,182,1,188,False,78,False,87,1,2.750983,1.25059104,0.801810026,Naranja,,,,,
244,249,n,1,152,93,False,59,1,93,False,29,False,64,1,3.455035925,1.95468092,0.400924921,Purpura,,,,,
272,250,n,1,174,99,False,69,1,105,False,32,False,67,1,1.847493172,0.346306086,0.401049852,Azul,,,,,
341,251,n,1,228,114,False,98,1,130,False,41,False,73,1,1.651245117,0.15004611,0.200484037,Naranja,,,,,
305,252,s,False,199,107,False,83,False,116,1,37,False,70,6,1.651643038,0.150447845,0.400968075,Verde,,,,,
249,253,n,1,157,93,False,63,1,94,False,29,False,64,1,2.755079031,1.253949165,1.403337002,Azul,,,,,
118,254,n,1,59,60,False,9,1,50,False,3,False,57,1,3.455841064,1.954744816,0.501674891,Naranja,,,,,
239,255,s,False,148,92,False,57,False,91,1,28,False,64,4,1.65323782,0.152134895,2.005362988,Verde,,,,,
185,256,n,1,104,82,False,29,1,75,False,18,False,64,1,2.153434038,0.652308941,1.503472805,Purpura,,,,,
430,257,n,1,291,140,False,133,1,158,False,56,False,84,2,1.953373194,0.45215416,2.004667044,Naranja,,,,,
254,258,n,1,161,94,False,64,1,97,False,30,False,64,1,1.653577089,0.153188944,0.501501799,Verde,,,,,
634,259,s,False,437,198,False,220,False,217,1,101,False,97,4,1.65320015,0.152103186,0.601495981,Purpura,,,,,
215,260,n,1,132,84,False,44,1,88,False,20,False,64,1,1.852555037,0.351521969,1.403609037,Azul,,,,,
361,261,s,False,242,120,False,105,False,137,1,45,False,75,5,2.052804232,0.551612139,0.902447939,Verde,,,,,
231,262,n,1,142,90,False,52,1,90,False,26,False,64,1,1.853071928,0.351868868,0.40120101,Purpura,,,,,
286,263,n,1,184,103,False,74,1,110,False,35,False,68,1,1.752885103,0.251740932,0.50135088,Azul,,,,,
328,264,n,1,219,110,False,93,1,126,False,39,False,71,1,2.052351952,0.551784992,0.401060104,Naranja,,,,,
497,265,s,False,346,152,False,166,False,180,1,66,False,86,6,1.646942139,0.145841122,0.40123105,Purpura,,,,,
592,266,n,1,409,184,False,201,1,208,False,91,False,93,1,2.453685999,0.952532053,0.601677179,Azul,,,,,
208,267,n,1,126,83,False,41,1,85,False,19,False,64,1,1.648277044,0.147199869,0.801949978,Naranja,,,,,
138,268,s,False,71,68,False,15,False,56,1,8,False,60,5,4.44768405,2.946581841,0.501377106,Verde,,,,,
114,269,n,1,58,57,False,9,1,49,False,2,False,55,1,1.651743889,0.150645971,1.102944136,Azul,,,,,
606,270,n,1,418,189,False,207,1,211,False,96,False,93,1,1.646548986,0.145426989,0.501593113,Naranja,,,,,
154,271,n,1,86,69,False,19,1,67,False,8,False,61,1,1.651597977,0.150493145,0.601593971,Verde,,,,,
453,272,n,1,312,142,False,144,1,168,False,58,False,84,3,1.64818716,0.147832155,1.804561853,Purpura,,,,,
19,273,n,1,9,11,False,0,1,9,False,0,False,11,1,2.15288806,0.651721954,0.601717949,Naranja,,,,,
250,274,n,1,158,93,False,63,1,95,False,29,False,64,1,1.651718855,0.15051198,0.400962114,Verde,,,,,
635,275,n,1,438,198,False,220,1,218,False,101,False,97,1,1.651546001,0.150469065,0.30099988,Purpura,,,,,
446,276,n,1,306,141,False,142,1,164,False,57,False,84,1,1.65271306,0.151762962,0.401247978,Azul,,,,,
325,277,n,1,216,110,False,92,1,124,False,39,False,71,1,1.651941776,0.151399136,0.401391029,Verde,,,,,
13,278,n,1,5,9,False,0,1,5,False,0,False,9,2,2.753785133,1.252626181,0.501889944,Purpura,,,,,
590,279,n,1,407,184,False,200,1,207,False,91,False,93,1,1.651507139,0.150377035,0.300827026,Azul,,,,,
201,280,n,1,119,83,False,38,1,81,False,19,False,64,2,1.848579168,0.347352982,0.903022051,Naranja,,,,,
330,281,n,1,220,111,False,93,1,127,False,40,False,71,1,1.651309967,0.150239944,0.401109934,Purpura,,,,,
584,282,s,False,403,182,False,197,False,206,1,89,False,93,4,3.355893135,1.85484314,0.401374102,Azul,,,,,
310,283,s,False,203,108,False,87,False,116,1,38,False,70,4,1.752868891,0.251763821,1.003283024,Naranja,,,,,
474,284,n,1,329,146,False,155,1,174,False,60,False,86,2,4.258919001,2.757791042,2.105327129,Verde,,,,,
159,285,s,False,90,70,False,22,False,68,1,9,False,61,5,1.651468992,0.150290012,0.70187211,Azul,,,,,
273,286,n,1,175,99,False,69,1,106,False,32,False,67,1,1.651508093,0.150835037,0.400962114,Naranja,,,,,
186,287,n,1,105,82,False,29,1,76,False,18,False,64,1,1.952326059,0.451227188,0.601569176,Verde,,,,,
470,288,n,1,326,145,False,153,1,173,False,59,False,86,1,1.651595116,0.150444984,0.50135994,Purpura,,,,,
48,289,n,1,21,28,False,0,1,21,False,0,False,28,1,2.152750969,0.651551962,0.502515078,Naranja,,,,,
384,290,n,1,257,128,False,113,1,144,False,53,False,75,1,1.651603937,0.150523901,0.501262903,Verde,,,,,
327,291,n,1,218,110,False,93,1,125,False,39,False,71,1,1.65269804,0.151506901,0.100402117,Purpura,,,,,
161,292,n,1,92,70,False,23,1,69,False,9,False,61,1,3.25583601,1.754726887,1.403484106,Azul,,,,,
268,293,n,1,172,97,False,69,1,103,False,30,False,67,1,1.65269804,0.151601076,0.401268005,Verde,,,,,
626,294,n,1,433,194,False,216,1,217,False,99,False,95,1,1.652818918,0.151650906,0.501353979,Purpura,,,,,
345,295,n,1,232,114,False,99,1,133,False,41,False,73,1,1.852203131,0.351113081,0.400957108,Azul,,,,,
544,296,n,1,377,168,False,185,1,192,False,79,False,89,1,1.653072119,0.151957989,1.103092909,Naranja,,,,,
465,297,n,1,322,144,False,150,1,172,False,59,False,85,1,1.647047043,0.145992994,0.501275063,Purpura,,,,,
518,298,n,1,361,158,False,175,1,186,False,71,False,87,1,4.052515984,2.551481962,1.203177214,Azul,,,,,
295,299,n,1,192,104,False,78,1,114,False,36,False,68,1,1.646946192,0.145909071,0.401155949,Naranja,,,,,
233,300,n,1,144,90,False,53,1,91,False,26,False,64,1,1.646481037,0.145328999,0.501432896,Purpura,,,,,
509,301,n,1,354,156,False,171,1,183,False,69,False,87,1,1.647468805,0.146389008,0.501314163,Azul,,,,,
263,302,n,1,169,95,False,67,1,102,False,30,False,65,1,2.248543024,0.747573137,0.300823927,Naranja,,,,,
190,303,n,1,109,82,False,31,1,78,False,18,False,64,2,1.648069143,0.146888018,0.40092802,Purpura,,,,,
488,304,n,1,342,147,False,164,1,178,False,61,False,86,1,1.646964073,0.145797014,0.400902987,Azul,,,,,
152,305,n,1,84,69,False,18,1,66,False,8,False,61,1,1.646988153,0.145878077,0.701915979,Naranja,,,,,
489,306,n,1,343,147,False,164,1,179,False,61,False,86,1,1.646466017,0.145334005,0.501634836,Verde,,,,,
21,307,n,1,10,12,False,0,1,10,False,0,False,12,1,2.241236925,0.740086794,0.501645088,Azul,,,,,
399,308,n,1,269,131,False,120,1,149,False,53,False,78,2,1.647043943,0.145915985,1.202986956,Naranja,,,,,
148,309,n,1,80,69,False,17,1,63,False,8,False,61,1,3.256090879,1.755038977,0.501193047,Verde,,,,,
535,310,n,1,371,165,False,182,1,189,False,78,False,87,1,1.647304058,0.146129847,0.701591015,Purpura,,,,,
269,311,n,1,173,97,False,69,1,104,False,30,False,67,1,2.749465942,1.248338938,0.50198102,Naranja,,,,,
622,312,n,1,430,193,False,215,1,215,False,99,False,94,1,1.650788784,0.149966002,0.501454115,Verde,,,,,
107,313,n,1,51,57,False,6,1,45,False,2,False,55,1,1.652662039,0.151499987,0.601887941,Purpura,,,,,
274,314,n,1,176,99,False,69,1,107,False,32,False,67,1,1.653073072,0.15181303,0.501542807,Azul,,,,,
364,315,n,1,244,121,False,105,1,139,False,46,False,75,1,1.952326059,0.451263905,0.401306868,Verde,,,,,
72,316,n,1,32,41,False,0,1,32,False,0,False,41,1,1.751874208,0.250780106,0.70303607,Purpura,,,,,
476,317,n,1,331,146,False,156,1,175,False,60,False,86,1,1.652153969,0.150996923,0.401085854,Azul,,,,,
594,318,s,False,410,185,False,202,False,208,1,92,False,93,6,2.153758764,0.652616978,0.501443863,Naranja,,,,,
493,319,n,1,344,150,False,164,1,180,False,64,False,86,1,1.653092861,0.152779818,1.403434992,Purpura,,,,,
561,320,n,1,385,177,False,188,1,197,False,86,False,91,1,1.652072191,0.150889158,2.105626106,Azul,,,,,
301,321,s,1,196,106,1,82,False,114,False,36,False,70,6,1.637197971,0.136062145,0.702023983,Naranja,,,,,
516,322,s,1,359,158,1,174,False,185,False,71,False,87,6,1.649311066,0.149183035,0.601402044,Verde,,,,,
638,323,s,1,441,198,1,222,False,219,False,101,False,97,6,1.650270939,0.14999795,0.401160955,Azul,,,,,
5,324,n,False,2,4,False,0,False,2,False,0,1,4,1,2.649033785,1.148230791,1.40335393,Naranja,,,,,
357,325,n,False,241,117,False,105,False,136,False,43,1,74,1,1.75027895,0.249494076,2.005059004,Verde,,,,,
387,326,n,False,259,129,False,114,False,145,False,53,1,76,1,1.649921179,0.14882803,0.501438141,Purpura,,,,,
220,327,s,1,135,86,1,46,False,89,False,22,False,64,6,2.539961815,1.038920879,0.501410961,Naranja,,,,,
424,328,n,False,286,139,False,130,False,156,False,56,1,83,2,8.467181921,6.96644187,0.902193069,Verde,,,,,
607,329,s,1,419,189,1,208,False,211,False,96,False,93,5,1.940253973,0.439102888,0.701777935,Purpura,,,,,
12,330,n,False,4,9,False,0,False,4,False,0,1,9,2,3.050342083,1.549206972,0.802549124,Azul,,,,,
191,331,s,1,110,82,1,32,False,78,False,18,False,64,4,2.853491068,1.353028059,1.403777123,Verde,,,,,
297,332,n,False,193,105,False,79,False,114,False,36,1,69,3,4.358687162,2.857560158,1.804610014,Purpura,,,,,
282,333,s,1,180,103,1,72,False,108,False,35,False,68,5,1.64686203,0.145787001,0.902349234,Azul,,,,,
416,334,n,False,280,137,False,125,False,155,False,56,1,81,1,1.646460056,0.145408154,0.300762177,Naranja,,,,,
566,335,n,False,388,179,False,189,False,199,False,87,1,92,2,1.646961927,0.14577508,0.501296997,Purpura,,,,,
475,336,s,1,330,146,1,156,False,174,False,60,False,86,5,1.752547979,0.251425028,0.902245998,Azul,,,,,
177,337,s,1,100,78,1,27,False,73,False,14,False,64,6,1.64756608,0.146409035,0.501545906,Naranja,,,,,
604,338,s,1,417,188,1,207,False,210,False,95,False,93,6,1.747177124,0.245988846,0.501670122,Verde,,,,,
498,339,s,1,347,152,1,167,False,180,False,66,False,86,6,1.947757006,0.446663857,0.70247817,Azul,,,,,
347,340,s,1,233,115,1,100,False,133,False,42,False,73,6,1.847383022,0.346316099,0.601488113,Naranja,,,,,
559,341,n,False,383,177,False,188,False,195,False,86,1,91,1,1.747481108,0.246434927,0.701771021,Verde,,,,,
390,342,n,False,260,131,False,114,False,146,False,53,1,78,2,2.147790909,0.646720886,0.701754808,Purpura,,,,,
156,343,s,1,88,69,1,20,False,68,False,8,False,61,5,2.75078702,1.249696016,0.701987028,Naranja,,,,,
473,344,s,1,328,146,1,155,False,173,False,60,False,86,6,1.647043943,0.145921946,0.702237129,Verde,,,,,
261,345,n,False,167,95,False,67,False,100,False,30,1,65,2,2.454730034,0.953558207,0.701855183,Purpura,,,,,
500,346,n,False,348,153,False,167,False,181,False,66,1,87,1,1.650546789,0.149819851,0.60162878,Azul,,,,,
503,347,s,1,351,153,1,169,False,182,False,66,False,87,5,1.650612116,0.15011096,0.501439095,Verde,,,,,
483,348,s,1,338,146,1,162,False,176,False,60,False,86,6,1.639413834,0.138397932,0.300706148,Purpura,,,,,
40,349,n,False,17,24,False,0,False,17,False,0,1,24,1,2.250919104,0.750356197,0.501285076,Azul,,,,,
614,350,n,False,424,191,False,212,False,212,False,97,1,94,1,3.342142105,1.840919018,0.602077007,Naranja,,,,,
264,351,n,False,169,96,False,67,False,102,False,30,1,66,1,2.252102137,0.751477003,0.401615858,Purpura,,,,,
26,352,n,False,11,16,False,0,False,11,False,0,1,16,1,2.449340105,0.948190928,0.601357937,Azul,,,,,
545,353,s,1,378,168,1,186,False,192,False,79,False,89,5,2.750432968,1.249250889,0.601463079,Naranja,,,,,
58,354,n,False,26,33,False,0,False,26,False,0,1,33,1,2.150897026,0.650197983,0.601547003,Verde,,,,,
82,355,n,False,36,47,False,0,False,36,False,0,1,47,2,2.439422131,0.93836689,0.601647139,Azul,,,,,
298,356,n,False,193,106,False,79,False,114,False,36,1,70,3,4.056531906,2.555775881,0.301086187,Naranja,,,,,
481,357,s,1,336,146,1,160,False,176,False,60,False,86,6,1.650044918,0.149481058,0.501425028,Verde,,,,,
312,358,n,False,204,109,False,87,False,117,False,38,1,71,1,1.650539875,0.14999795,0.400925875,Purpura,,,,,
69,359,n,False,31,39,False,0,False,31,False,0,1,39,1,2.040295839,0.539215088,0.501739025,Naranja,,,,,
539,360,s,1,374,166,1,184,False,190,False,78,False,88,6,1.651781797,0.151302814,0.902282,Verde,,,,,
79,361,n,False,35,45,False,0,False,35,False,0,1,45,2,3.050444126,1.549371004,0.401152134,Purpura,,,,,
407,362,n,False,275,133,False,122,False,153,False,54,1,79,1,1.747328043,0.246186018,0.501454115,Azul,,,,,
141,363,n,False,73,69,False,16,False,57,False,8,1,61,1,1.647426128,0.146275997,1.102889061,Verde,,,,,
119,364,s,1,60,60,1,10,False,50,False,3,False,57,5,2.250210047,0.749058962,1.404214144,Purpura,,,,,
170,365,n,False,94,77,False,24,False,70,False,13,1,64,2,1.647569895,0.146407843,0.601420164,Azul,,,,,
358,366,n,False,241,118,False,105,False,136,False,43,1,75,1,2.650799036,1.14973712,0.702198029,Naranja,,,,,
580,367,n,False,401,180,False,197,False,204,False,87,1,93,1,1.948863983,0.447649956,1.002631903,Purpura,,,,,
94,368,n,False,41,54,False,2,False,39,False,2,1,52,2,2.750634909,1.249531984,0.802605867,Azul,,,,,
600,369,s,1,413,188,1,203,False,210,False,95,False,93,5,1.647001028,0.14583993,0.4011271,Naranja,,,,,
496,370,s,1,346,151,1,166,False,180,False,65,False,86,6,1.64684701,0.145630836,0.601683855,Verde,,,,,
573,371,s,1,395,179,1,193,False,202,False,87,False,92,4,1.64666605,0.145592213,0.802391052,Azul,,,,,
395,372,s,1,265,131,1,118,False,147,False,53,False,78,6,1.747211933,0.24611783,0.601462126,Naranja,,,,,
423,373,s,1,286,138,1,130,False,156,False,56,False,82,4,2.549236059,1.048186064,1.804836988,Verde,,,,,
603,374,s,1,416,188,1,206,False,210,False,95,False,93,6,1.647151947,0.145975113,0.400973082,Purpura,,,,,
89,375,n,False,39,51,False,0,False,39,False,1,1,50,1,3.451527119,1.950992107,0.802936077,Naranja,,,,,
299,376,s,1,194,106,1,80,False,114,False,36,False,70,4,3.050029993,1.548840046,0.501358032,Verde,,,,,
116,377,n,False,58,59,False,9,False,49,False,3,1,56,1,2.953867912,1.453068018,0.80211401,Purpura,,,,,
165,378,n,False,94,72,False,24,False,70,False,10,1,62,1,1.8510921,0.350362062,1.904830933,Azul,,,,,
168,379,n,False,94,75,False,24,False,70,False,12,1,63,1,3.756791115,2.255657911,0.601574183,Verde,,,,,
422,380,s,1,285,138,1,129,False,156,False,56,False,82,6,1.638349056,0.137197971,1.002818108,Purpura,,,,,
550,381,n,False,379,172,False,187,False,192,False,82,1,90,1,1.649496794,0.148960114,0.401068926,Azul,,,,,
83,382,n,False,36,48,False,0,False,36,False,0,1,48,2,1.95124197,0.450710773,0.601759911,Naranja,,,,,
486,383,s,1,340,147,1,163,False,177,False,61,False,86,6,1.649610043,0.148897886,0.201210976,Purpura,,,,,
469,384,s,1,325,145,1,153,False,172,False,59,False,86,5,1.851410151,0.350764036,0.50128293,Azul,,,,,
62,385,n,False,28,35,False,0,False,28,False,0,1,35,2,3.351274967,1.850091934,1.503958225,Naranja,,,,,
528,386,s,1,365,164,1,179,False,186,False,77,False,87,5,1.750771999,0.250280142,0.50129509,Verde,,,,,
506,387,s,1,353,154,1,171,False,182,False,67,False,87,5,1.748298883,0.247206926,0.902457952,Azul,,,,,
467,388,s,1,324,144,1,152,False,172,False,59,False,85,6,1.939657927,0.438407898,0.5011971,Naranja,,,,,
175,389,s,1,98,78,1,25,False,73,False,14,False,64,6,2.951669931,1.450442076,0.401705027,Verde,,,,,
428,390,s,1,289,140,1,132,False,157,False,56,False,84,6,2.251731157,0.751297951,0.601829052,Purpura,,,,,
307,391,s,1,201,107,1,85,False,116,False,37,False,70,6,1.851621151,0.350596905,0.501821041,Naranja,,,,,
529,392,s,1,366,164,1,180,False,186,False,77,False,87,6,1.65096879,0.150492191,0.401079893,Verde,,,,,
536,393,n,False,371,166,False,182,False,189,False,78,1,88,1,1.64677906,0.145662069,0.501464128,Purpura,,,,,
33,394,n,False,14,20,False,0,False,14,False,0,1,20,2,2.249685049,0.748507977,0.50185895,Azul,,,,,
602,395,s,1,415,188,1,205,False,210,False,95,False,93,6,1.648183107,0.147121191,0.300889015,Verde,,,,,
124,396,n,False,64,61,False,12,False,52,False,3,1,58,1,5.857657909,4.356600046,1.203186989,Purpura,,,,,
44,397,n,False,19,26,False,0,False,19,False,0,1,26,1,2.550569057,1.049413919,2.105174065,Azul,,,,,
200,398,s,1,118,83,1,38,False,80,False,19,False,64,6,2.548695803,1.047617912,1.604110956,Naranja,,,,,
117,399,n,False,58,60,False,9,False,49,False,3,1,57,1,1.646910906,0.146320105,1.603859901,Purpura,,,,,
24,400,n,False,11,14,False,0,False,11,False,0,1,14,2,2.749006987,1.247876883,0.501334906,Azul,,,,,
456,401,n,False,314,143,False,145,False,169,False,58,1,85,1,2.048066139,0.546878099,1.90536809,Naranja,,,,,
68,402,n,False,31,38,False,0,False,31,False,0,1,38,1,1.647423029,0.146243095,0.601409912,Verde,,,,,
296,403,s,1,193,104,1,79,False,114,False,36,False,68,6,2.147696018,0.646588087,0.601589203,Azul,,,,,
502,404,s,1,350,153,1,168,False,182,False,66,False,87,6,1.651689053,0.150486946,0.701667786,Naranja,,,,,
531,405,s,1,368,164,1,181,False,187,False,77,False,87,5,2.253535986,0.75237298,0.501288891,Verde,,,,,
505,406,s,1,352,154,1,170,False,182,False,67,False,87,6,1.648619175,0.147496939,0.50128293,Purpura,,,,,
92,407,s,1,41,52,1,2,False,39,False,1,False,51,6,6.658807993,5.157706022,0.50127387,Naranja,,,,,
179,408,s,1,101,79,1,28,False,73,False,15,False,64,5,2.348698854,0.847581863,0.601630926,Verde,,,,,
14,409,n,False,5,10,False,0,False,5,False,0,1,10,2,2.550318956,1.049170017,1.002375126,Purpura,,,,,
336,410,n,False,224,113,False,96,False,128,False,40,1,73,1,2.340386868,0.839327812,0.501837969,Azul,,,,,
353,411,s,1,238,116,1,104,False,134,False,43,False,73,6,1.651146889,0.150365829,0.401159048,Verde,,,,,
394,412,s,1,264,131,1,117,False,147,False,53,False,78,5,2.449341059,0.949216843,0.501816988,Azul,,,,,
601,413,s,1,414,188,1,204,False,210,False,95,False,93,6,1.650522947,0.149966002,0.401120901,Naranja,,,,,
56,414,n,False,25,32,False,0,False,25,False,0,1,32,1,2.352203846,0.851496935,0.501315832,Purpura,,,,,
60,415,n,False,27,34,False,0,False,27,False,0,1,34,1,2.452729225,0.952004194,0.200594187,Azul,,,,,
417,416,s,1,281,137,1,126,False,155,False,56,False,81,6,2.051885128,0.551070929,0.50135994,Naranja,,,,,
365,417,s,1,245,121,1,106,False,139,False,46,False,75,5,1.750854969,0.250141144,1.203052998,Verde,,,,,
288,418,s,1,186,103,1,75,False,111,False,35,False,68,6,1.650760174,0.149961948,1.404021978,Azul,,,,,
187,419,s,1,106,82,1,30,False,76,False,18,False,64,4,2.641724825,1.140544891,0.802550793,Naranja,,,,,
47,420,n,False,20,28,False,0,False,20,False,0,1,28,1,1.750845909,0.250357151,0.401216984,Verde,,,,,
448,421,s,1,308,141,1,143,False,165,False,57,False,84,6,1.650019884,0.149432182,2.205749035,Purpura,,,,,
629,422,s,1,435,195,1,218,False,217,False,100,False,95,5,1.750819921,0.250226974,0.601688862,Verde,,,,,
53,423,n,False,24,30,False,0,False,24,False,0,1,30,1,2.240383863,0.739285946,0.60154295,Purpura,,,,,
383,424,s,1,256,128,1,113,False,143,False,53,False,75,4,2.653298855,1.152597904,1.203074932,Azul,,,,,
369,425,s,1,247,123,1,108,False,139,False,48,False,75,6,1.646456957,0.145348787,0.301162958,Verde,,,,,
409,426,n,False,276,134,False,122,False,154,False,54,1,80,2,1.747266054,0.246787071,1.102616072,Purpura,,,,,
29,427,n,False,12,18,False,0,False,12,False,0,1,18,1,1.748245001,0.247153997,0.90267396,Azul,,,,,
468,428,n,False,324,145,False,152,False,172,False,59,1,86,2,1.646703959,0.145621061,0.601801872,Naranja,,,,,
134,429,n,False,70,65,False,15,False,55,False,5,1,60,2,3.450786114,1.949691057,0.401067972,Purpura,,,,,
439,430,s,1,300,140,1,140,False,160,False,56,False,84,4,2.147887945,0.64678216,0.601515055,Azul,,,,,
98,431,n,False,44,55,False,3,False,41,False,2,1,53,2,1.747494936,0.246425867,1.403952122,Naranja,,,,,
487,432,s,1,341,147,1,164,False,177,False,61,False,86,6,1.646780014,0.145673037,0.5011971,Verde,,,,,
267,433,s,1,171,97,1,69,False,102,False,30,False,67,5,2.750109196,1.248939037,0.501400948,Azul,,,,,
245,434,s,1,153,93,1,60,False,93,False,29,False,64,5,3.55153203,2.050499916,0.602061987,Naranja,,,,,
471,435,s,1,327,145,1,154,False,173,False,59,False,86,6,1.648180962,0.146994829,2.706634998,Verde,,,,,
278,436,s,1,179,100,1,71,False,108,False,33,False,67,6,2.348306894,0.847215891,0.602160931,Purpura,,,,,
477,437,s,1,332,146,1,157,False,175,False,60,False,86,4,2.549130917,1.047991037,1.102872849,Naranja,,,,,
525,438,s,1,364,162,1,178,False,186,False,75,False,87,6,1.647295952,0.146207809,1.002406836,Verde,,,,,
229,439,s,1,141,89,1,52,False,89,False,25,False,64,5,2.454173088,0.952995062,0.802061081,Purpura,,,,,
593,440,s,1,410,184,1,202,False,208,False,91,False,93,5,1.84860611,0.347505093,2.005125999,Azul,,,,,
11,441,n,False,4,8,False,0,False,4,False,0,1,8,1,2.552935123,1.051841974,0.802412033,Verde,,,,,
197,442,s,1,115,83,1,36,False,79,False,19,False,64,6,1.85108304,0.350360155,1.403625965,Purpura,,,,,
630,443,n,False,435,196,False,218,False,217,False,100,1,96,1,2.15179801,0.651365995,0.501418114,Azul,,,,,
413,444,s,1,278,136,1,123,False,155,False,56,False,80,6,1.638542891,0.137398005,0.501327038,Naranja,,,,,
34,445,n,False,14,21,False,0,False,14,False,0,1,21,2,1.646566153,0.145435095,0.601511955,Purpura,,,,,
427,446,n,False,288,140,False,131,False,157,False,56,1,84,1,1.638084173,0.137016058,0.60164094,Azul,,,,,
105,447,s,1,49,57,1,5,False,44,False,2,False,55,5,2.850122929,1.348945141,0.801932096,Naranja,,,,,
130,448,s,1,68,63,1,14,False,54,False,5,False,58,6,2.552983999,1.052144051,0.401161909,Verde,,,,,
631,449,s,1,436,196,1,219,False,217,False,100,False,96,6,1.637665033,0.136615992,0.501427174,Azul,,,,,
522,450,s,1,362,161,1,176,False,186,False,74,False,87,6,1.850895882,0.350291967,0.902479887,Naranja,,,,,
479,451,s,1,334,146,1,159,False,175,False,60,False,86,6,1.650597095,0.149940968,0.701841116,Verde,,,,,
386,452,s,1,259,128,1,114,False,145,False,53,False,75,5,2.252182961,0.75157094,2.005458117,Purpura,,,,,
309,453,s,1,203,107,1,87,False,116,False,37,False,70,5,1.647363901,0.147049904,1.202692032,Naranja,,,,,
196,454,s,1,114,83,1,35,False,79,False,19,False,64,6,1.650943995,0.149928093,1.603782892,Verde,,,,,
366,455,s,1,246,121,1,107,False,139,False,46,False,75,6,1.949687004,0.448536158,0.602327108,Azul,,,,,
247,456,s,1,155,93,1,62,False,93,False,29,False,64,6,1.650979042,0.149891853,0.400954008,Purpura,,,,,
160,457,s,1,91,70,1,23,False,68,False,9,False,61,6,2.248925924,0.747786045,0.902126074,Verde,,,,,
377,458,s,1,251,127,1,110,False,141,False,52,False,75,6,1.647040129,0.14598918,0.501260996,Purpura,,,,,
639,459,s,1,442,198,1,223,False,219,False,101,False,97,5,2.248162031,0.747061014,0.401118994,Azul,,,,,
436,460,s,1,297,140,1,137,False,160,False,56,False,84,6,1.649356842,0.148197174,1.704206944,Naranja,,,,,
290,461,s,1,187,104,1,76,False,111,False,36,False,68,6,1.847159147,0.346089125,0.701882839,Purpura,,,,,
259,462,s,1,166,94,1,67,False,99,False,30,False,64,6,2.049077034,0.547907829,0.601557016,Azul,,,,,
80,463,n,False,35,46,False,0,False,35,False,0,1,46,1,1.847337008,0.346215963,0.802000999,Naranja,,,,,
188,464,s,1,107,82,1,31,False,76,False,18,False,64,6,2.047099113,0.546066046,0.702080011,Verde,,,,,
293,465,s,1,190,104,1,78,False,112,False,36,False,68,6,1.647299051,0.146219015,0.601365089,Azul,,,,,
195,466,s,1,113,83,1,34,False,79,False,19,False,64,6,2.148111105,0.64705205,0.401943922,Naranja,,,,,
50,467,n,False,22,29,False,0,False,22,False,0,1,29,1,2.147599936,0.646425009,0.80218792,Verde,,,,,
36,468,n,False,15,22,False,0,False,15,False,0,1,22,1,2.147876024,0.646785975,0.50165391,Purpura,,,,,
549,469,s,1,379,171,1,187,False,192,False,82,False,89,6,1.847291946,0.346186876,0.501249075,Naranja,,,,,
352,470,s,1,237,116,1,103,False,134,False,43,False,73,6,1.646753073,0.145601034,0.501343012,Verde,,,,,
459,471,s,1,316,144,1,147,False,169,False,59,False,85,6,1.648058891,0.147317886,0.401036024,Purpura,,,,,
624,472,n,False,431,194,False,215,False,216,False,99,1,95,3,8.36273694,6.861613989,1.203140974,Azul,,,,,
285,473,s,1,183,103,1,74,False,109,False,35,False,68,6,2.749313831,1.248217821,0.701803923,Verde,,,,,
579,474,s,1,401,179,1,197,False,204,False,87,False,92,6,2.154661894,0.653600216,1.202785969,Purpura,,,,,
111,475,s,1,55,57,1,8,False,47,False,2,False,55,6,3.154928923,1.654047012,1.503700972,Azul,,,,,
572,476,s,1,394,179,1,192,False,202,False,87,False,92,6,2.440065145,0.938873053,0.502506971,Naranja,,,,,
122,477,s,1,63,60,1,12,False,51,False,3,False,57,5,2.753218889,1.25250721,1.603932858,Purpura,,,,,
380,478,s,1,254,127,1,111,False,143,False,52,False,75,6,1.65052104,0.149849892,0.401306152,Azul,,,,,
